t,x_foot,z_foot,phi_leg,phi_body,len_leg,ddt_x_foot,ddt_z_foot,ddt_phi_leg,ddt_phi_body,ddt_len_leg,fsm_state,u1,u2
2.0600000000e-01,-3.9725432573e-02,1.9340970732e-01,5.3922741075e-02,-5.9904958489e-03,1.0000001125e+00,-1.5155927784e-01,-2.0101204459e+00,1.6769326571e-01,-2.2849876603e-02,-2.7559404611e-06,2,0.0000000000e+00,1.8342340819e+00
2.0700000000e-01,-3.9876302358e-02,1.9139466078e-01,5.4089671938e-02,-6.0132416471e-03,1.0000001097e+00,-1.5018029430e-01,-2.0199727411e+00,1.6616845629e-01,-2.2641719753e-02,-2.7320299268e-06,2,0.0000000000e+00,1.8342410356e+00
2.0800000000e-01,-4.0025793194e-02,1.8936976159e-01,5.4255078012e-02,-6.0357792925e-03,1.0000001070e+00,-1.4880140744e-01,-2.0298257629e+00,1.6464371857e-01,-2.2433575194e-02,-2.7076705345e-06,2,0.0000000000e+00,1.8340205737e+00
2.0900000000e-01,-4.0173905262e-02,1.8733500902e-01,5.4418959462e-02,-6.0581088102e-03,1.0000001043e+00,-1.4742278698e-01,-2.0396794947e+00,1.6311924054e-01,-2.2225468562e-02,-2.6828805139e-06,2,0.0000000000e+00,1.8335758056e+00
2.1000000000e-01,-4.0320638913e-02,1.8529040237e-01,5.4581316642e-02,-6.0802302508e-03,1.0000001017e+00,-1.4604460028e-01,-2.0495339198e+00,1.6159520758e-01,-2.2017425141e-02,-2.6576778426e-06,2,0.0000000000e+00,1.8329098264e+00
2.1100000000e-01,-4.0465994663e-02,1.8323594095e-01,5.4742150088e-02,-6.1021436900e-03,1.0000000990e+00,-1.4466701240e-01,-2.0593890216e+00,1.6007180251e-01,-2.1809469861e-02,-2.6320803569e-06,2,0.0000000000e+00,1.8320257168e+00
2.1200000000e-01,-4.0609973193e-02,1.8117162410e-01,5.4901460518e-02,-6.1238492283e-03,1.0000000964e+00,-1.4329018604e-01,-2.0692447836e+00,1.5854920561e-01,-2.1601627306e-02,-2.6061056792e-06,2,0.0000000000e+00,1.8309265427e+00
2.1300000000e-01,-4.0752575344e-02,1.7909745117e-01,5.5059248829e-02,-6.1453469905e-03,1.0000000938e+00,-1.4191428163e-01,-2.0791011891e+00,1.5702759459e-01,-2.1393921711e-02,-2.5797712517e-06,2,0.0000000000e+00,1.8296153551e+00
2.1400000000e-01,-4.0893802118e-02,1.7701342152e-01,5.5215516096e-02,-6.1666371256e-03,1.0000000912e+00,-1.4053945729e-01,-2.0889582215e+00,1.5550714466e-01,-2.1186376965e-02,-2.5530942773e-06,2,0.0000000000e+00,1.8280951898e+00
2.1500000000e-01,-4.1033654673e-02,1.7491953452e-01,5.5370263565e-02,-6.1877198062e-03,1.0000000887e+00,-1.3916586884e-01,-2.0988158643e+00,1.5398802850e-01,-2.0979016614e-02,-2.5260917420e-06,2,0.0000000000e+00,1.8263690675e+00
2.1600000000e-01,-4.1172134321e-02,1.7281578959e-01,5.5523492657e-02,-6.2085952284e-03,1.0000000862e+00,-1.3779366986e-01,-2.1086741009e+00,1.5247041629e-01,-2.0771863861e-02,-2.4987804449e-06,2,0.0000000000e+00,1.8244399935e+00
2.1700000000e-01,-4.1309242529e-02,1.7070218613e-01,5.5675204958e-02,-6.2292636111e-03,1.0000000837e+00,-1.3642301164e-01,-2.1185329149e+00,1.5095447572e-01,-2.0564941569e-02,-2.4711769495e-06,2,0.0000000000e+00,1.8223109574e+00
2.1800000000e-01,-4.1444980911e-02,1.6857872357e-01,5.5825402223e-02,-6.2497251963e-03,1.0000000812e+00,-1.3505404324e-01,-2.1283922896e+00,1.4944037198e-01,-2.0358272260e-02,-2.4432976355e-06,2,0.0000000000e+00,1.8199849330e+00
2.1900000000e-01,-4.1579351231e-02,1.6644540137e-01,5.5974086372e-02,-6.2699802478e-03,1.0000000788e+00,-1.3368691146e-01,-2.1382522088e+00,1.4792826784e-01,-2.0151878122e-02,-2.4151586159e-06,2,0.0000000000e+00,1.8174648785e+00
2.2000000000e-01,-4.1712355397e-02,1.6430221898e-01,5.6121259483e-02,-6.2900290520e-03,1.0000000764e+00,-1.3232176091e-01,-2.1481126559e+00,1.4641832357e-01,-1.9945781006e-02,-2.3867757797e-06,2,0.0000000000e+00,1.8147537357e+00
2.2100000000e-01,-4.1843995464e-02,1.6214917588e-01,5.6266923795e-02,-6.3098719166e-03,1.0000000740e+00,-1.3095873395e-01,-2.1579736147e+00,1.4491069704e-01,-1.9740002431e-02,-2.3581647977e-06,2,0.0000000000e+00,1.8118544305e+00
2.2200000000e-01,-4.1974273624e-02,1.5998627158e-01,5.6411081705e-02,-6.3295091707e-03,1.0000000717e+00,-1.2959797078e-01,-2.1678350689e+00,1.4340554366e-01,-1.9534563583e-02,-2.3293411259e-06,2,0.0000000000e+00,1.8087698722e+00
2.2300000000e-01,-4.2103192210e-02,1.5781350558e-01,5.6553735762e-02,-6.3489411645e-03,1.0000000694e+00,-1.2823960938e-01,-2.1776970022e+00,1.4190301647e-01,-1.9329485320e-02,-2.3003199685e-06,2,0.0000000000e+00,1.8055029539e+00
2.2400000000e-01,-4.2230753693e-02,1.5563087742e-01,5.6694888668e-02,-6.3681682690e-03,1.0000000671e+00,-1.2688378557e-01,-2.1875593985e+00,1.4040326607e-01,-1.9124788170e-02,-2.2711162975e-06,2,0.0000000000e+00,1.8020565520e+00
2.2500000000e-01,-4.2356960676e-02,1.5343838664e-01,5.6834543274e-02,-6.3871908753e-03,1.0000000648e+00,-1.2553063300e-01,-2.1974222417e+00,1.3890644071e-01,-1.8920492338e-02,-2.2417448264e-06,2,0.0000000000e+00,1.7984335259e+00
2.2600000000e-01,-4.2481815898e-02,1.5123603279e-01,5.6972702579e-02,-6.4060093948e-03,1.0000000626e+00,-1.2418028319e-01,-2.2072855157e+00,1.3741268625e-01,-1.8716617704e-02,-2.2122200309e-06,2,0.0000000000e+00,1.7946367185e+00
2.2700000000e-01,-4.2605322225e-02,1.4902381547e-01,5.7109369724e-02,-6.4246242584e-03,1.0000000604e+00,-1.2283286550e-01,-2.2171492046e+00,1.3592214619e-01,-1.8513183825e-02,-2.1825561770e-06,2,0.0000000000e+00,1.7906689554e+00
2.2800000000e-01,-4.2727482654e-02,1.4680173425e-01,5.7244547995e-02,-6.4430359165e-03,1.0000000582e+00,-1.2148850719e-01,-2.2270132925e+00,1.3443496171e-01,-1.8310209940e-02,-2.1527673109e-06,2,0.0000000000e+00,1.7865330455e+00
2.2900000000e-01,-4.2848300306e-02,1.4456978875e-01,5.7378240818e-02,-6.4612448387e-03,1.0000000561e+00,-1.2014733339e-01,-2.2368777636e+00,1.3295127165e-01,-1.8107714968e-02,-2.1228671681e-06,2,0.0000000000e+00,1.7822317800e+00
2.3000000000e-01,-4.2967778428e-02,1.4232797860e-01,5.7510451755e-02,-6.4792515131e-03,1.0000000540e+00,-1.1880946716e-01,-2.2467426023e+00,1.3147121253e-01,-1.7905717514e-02,-2.0928692259e-06,2,0.0000000000e+00,1.7777679330e+00
2.3100000000e-01,-4.3085920389e-02,1.4007630343e-01,5.7641184504e-02,-6.4970564465e-03,1.0000000519e+00,-1.1747502944e-01,-2.2566077930e+00,1.2999491858e-01,-1.7704235866e-02,-2.0627867869e-06,2,0.0000000000e+00,1.7731442612e+00
2.3200000000e-01,-4.3202729676e-02,1.3781476290e-01,5.7770442898e-02,-6.5146601637e-03,1.0000000499e+00,-1.1614413913e-01,-2.2664733201e+00,1.2852252174e-01,-1.7503288003e-02,-2.0326329136e-06,2,0.0000000000e+00,1.7683635036e+00
2.3300000000e-01,-4.3318209895e-02,1.3554335668e-01,5.7898230897e-02,-6.5320632073e-03,1.0000000479e+00,-1.1481691307e-01,-2.2763391682e+00,1.2705415169e-01,-1.7302891592e-02,-2.0024203543e-06,2,0.0000000000e+00,1.7634283817e+00
2.3400000000e-01,-4.3432364768e-02,1.3326208446e-01,5.8024552593e-02,-6.5492661374e-03,1.0000000459e+00,-1.1349346605e-01,-2.2862053220e+00,1.2558993584e-01,-1.7103063994e-02,-1.9721616408e-06,2,0.0000000000e+00,1.7583415992e+00
2.3500000000e-01,-4.3545198131e-02,1.3097094594e-01,5.8149412202e-02,-6.5662695315e-03,1.0000000439e+00,-1.1217391082e-01,-2.2960717664e+00,1.2412999938e-01,-1.6903822260e-02,-1.9418690662e-06,2,0.0000000000e+00,1.7531058418e+00
2.3600000000e-01,-4.3656713930e-02,1.2866994084e-01,5.8272814066e-02,-6.5830739838e-03,1.0000000420e+00,-1.1085835815e-01,-2.3059384862e+00,1.2267446524e-01,-1.6705183142e-02,-1.9115546458e-06,2,0.0000000000e+00,1.7477237774e+00
2.3700000000e-01,-4.3766916224e-02,1.2635906888e-01,5.8394762648e-02,-6.5996801052e-03,1.0000000401e+00,-1.0954691676e-01,-2.3158054665e+00,1.2122345419e-01,-1.6507163087e-02,-1.8812301695e-06,2,0.0000000000e+00,1.7421980560e+00
2.3800000000e-01,-4.3875809177e-02,1.2403832982e-01,5.8515262530e-02,-6.6160885228e-03,1.0000000382e+00,-1.0823969343e-01,-2.3256726924e+00,1.1977708475e-01,-1.6309778242e-02,-1.8509071879e-06,2,0.0000000000e+00,1.7365313092e+00
2.3900000000e-01,-4.3983397059e-02,1.2170772342e-01,5.8634318411e-02,-6.6322998798e-03,1.0000000364e+00,-1.0693679294e-01,-2.3355401491e+00,1.1833547330e-01,-1.6113044457e-02,-1.8205969836e-06,2,0.0000000000e+00,1.7307261507e+00
2.4000000000e-01,-4.4089684245e-02,1.1936724945e-01,5.8751935108e-02,-6.6483148350e-03,1.0000000346e+00,-1.0563831810e-01,-2.3454078220e+00,1.1689873404e-01,-1.5916977287e-02,-1.7903105922e-06,2,0.0000000000e+00,1.7247851756e+00
2.4100000000e-01,-4.4194675212e-02,1.1701690771e-01,5.8868117549e-02,-6.6641340628e-03,1.0000000328e+00,-1.0434436980e-01,-2.3552756968e+00,1.1546697901e-01,-1.5721591993e-02,-1.7600588233e-06,2,0.0000000000e+00,1.7187109611e+00
2.4200000000e-01,-4.4298374535e-02,1.1465669800e-01,5.8982870773e-02,-6.6797582525e-03,1.0000000311e+00,-1.0305504698e-01,-2.3651437589e+00,1.1404031812e-01,-1.5526903543e-02,-1.7298522337e-06,2,0.0000000000e+00,1.7125060657e+00
2.4300000000e-01,-4.4400786888e-02,1.1228662013e-01,5.9096199928e-02,-6.6951881083e-03,1.0000000293e+00,-1.0177044667e-01,-2.3750119941e+00,1.1261885917e-01,-1.5332926618e-02,-1.6997011085e-06,2,0.0000000000e+00,1.7061730294e+00
2.4400000000e-01,-4.4501917042e-02,1.0990667395e-01,5.9208110269e-02,-6.7104243489e-03,1.0000000277e+00,-1.0049066400e-01,-2.3848803883e+00,1.1120270785e-01,-1.5139675609e-02,-1.6696155193e-06,2,0.0000000000e+00,1.6997143737e+00
2.4500000000e-01,-4.4601769861e-02,1.0751685931e-01,5.9318607157e-02,-6.7254677074e-03,1.0000000260e+00,-9.9215792188e-02,-2.3947489277e+00,1.0979196775e-01,-1.4947164623e-02,-1.6396052671e-06,2,0.0000000000e+00,1.6931326016e+00
2.4600000000e-01,-4.4700350302e-02,1.0511717605e-01,5.9427696052e-02,-6.7403189307e-03,1.0000000244e+00,-9.7945922603e-02,-2.4046175982e+00,1.0838674041e-01,-1.4755407485e-02,-1.6096799145e-06,2,0.0000000000e+00,1.6864301974e+00
2.4700000000e-01,-4.4797663412e-02,1.0270762407e-01,5.9535382517e-02,-6.7549787794e-03,1.0000000228e+00,-9.6681144738e-02,-2.4144863863e+00,1.0698712528e-01,-1.4564417738e-02,-1.5798488272e-06,2,0.0000000000e+00,1.6796096266e+00
2.4800000000e-01,-4.4893714327e-02,1.0028820325e-01,5.9641672215e-02,-6.7694480277e-03,1.0000000212e+00,-9.5421546243e-02,-2.4243552784e+00,1.0559321980e-01,-1.4374208646e-02,-1.5501210902e-06,2,0.0000000000e+00,1.6726733361e+00
2.4900000000e-01,-4.4988508268e-02,9.7858913484e-02,5.9746570902e-02,-6.7837274626e-03,1.0000000197e+00,-9.4167212933e-02,-2.4342242610e+00,1.0420511936e-01,-1.4184793197e-02,-1.5205055237e-06,2,0.0000000000e+00,1.6656237537e+00
2.5000000000e-01,-4.5082050544e-02,9.5419754699e-02,5.9850084430e-02,-6.7978178842e-03,1.0000000182e+00,-9.2918228807e-02,-2.4440933210e+00,1.0282291735e-01,-1.3996184103e-02,-1.4910107556e-06,2,0.0000000000e+00,1.6584632885e+00
2.5100000000e-01,-4.5174346545e-02,9.2970726821e-02,5.9952218743e-02,-6.8117201051e-03,1.0000000167e+00,-9.1674676057e-02,-2.4539624451e+00,1.0144670515e-01,-1.3808393806e-02,-1.4616451642e-06,2,0.0000000000e+00,1.6511943309e+00
2.5200000000e-01,-4.5265401743e-02,9.0511829792e-02,6.0052979877e-02,-6.8254349502e-03,1.0000000153e+00,-9.0436635087e-02,-2.4638316205e+00,1.0007657217e-01,-1.3621434475e-02,-1.4324168729e-06,2,0.0000000000e+00,1.6438192520e+00
2.5300000000e-01,-4.5355221688e-02,8.8043063567e-02,6.0152373953e-02,-6.8389632564e-03,1.0000000138e+00,-8.9204184525e-02,-2.4737008342e+00,9.8712605866e-02,-1.3435318014e-02,-1.4033337689e-06,2,0.0000000000e+00,1.6363404042e+00
2.5400000000e-01,-4.5443812011e-02,8.5564428114e-02,6.0250407183e-02,-6.8523058725e-03,1.0000000124e+00,-8.7977401239e-02,-2.4835700737e+00,9.7354891725e-02,-1.3250056058e-02,-1.3744035246e-06,2,0.0000000000e+00,1.6287601206e+00
2.5500000000e-01,-4.5531178415e-02,8.3075923415e-02,6.0347085859e-02,-6.8654636586e-03,1.0000000111e+00,-8.6756360349e-02,-2.4934393264e+00,9.6003513314e-02,-1.3065659981e-02,-1.3456336132e-06,2,0.0000000000e+00,1.6210807156e+00
2.5600000000e-01,-4.5617326680e-02,8.0577549461e-02,6.0442416359e-02,-6.8784374862e-03,1.0000000098e+00,-8.5541135243e-02,-2.5033085800e+00,9.4658552276e-02,-1.2882140893e-02,-1.3170312515e-06,2,0.0000000000e+00,1.6133044842e+00
2.5700000000e-01,-4.5702262657e-02,7.8069306259e-02,6.0536405140e-02,-6.8912282378e-03,1.0000000085e+00,-8.4331797593e-02,-2.5131778222e+00,9.3320088358e-02,-1.2699509646e-02,-1.2886034339e-06,2,0.0000000000e+00,1.6054337025e+00
2.5800000000e-01,-4.5785992271e-02,7.5551193825e-02,6.0629058739e-02,-6.9038368065e-03,1.0000000072e+00,-8.3128417366e-02,-2.5230470410e+00,9.1988199417e-02,-1.2517776835e-02,-1.2603568987e-06,2,0.0000000000e+00,1.5974706274e+00
2.5900000000e-01,-4.5868521511e-02,7.3023212189e-02,6.0720383767e-02,-6.9162640959e-03,1.0000000059e+00,-8.1931062843e-02,-2.5329162245e+00,9.0662961444e-02,-1.2336952800e-02,-1.2322982032e-06,2,0.0000000000e+00,1.5894174966e+00
2.6000000000e-01,-4.5949856437e-02,7.0485361392e-02,6.0810386914e-02,-6.9285110199e-03,1.0000000047e+00,-8.0739800627e-02,-2.5427853611e+00,8.9344448573e-02,-1.2157047627e-02,-1.2044336454e-06,2,0.0000000000e+00,1.5812765288e+00
2.6100000000e-01,-4.6030003175e-02,6.7937641486e-02,6.0899074942e-02,-6.9405785023e-03,1.0000000035e+00,-7.9554695666e-02,-2.5526544391e+00,8.8032733103e-02,-1.1978071151e-02,-1.1767693551e-06,2,0.0000000000e+00,1.5730499235e+00
2.6200000000e-01,-4.6108967912e-02,6.5380052537e-02,6.0986454681e-02,-6.9524674766e-03,1.0000000024e+00,-7.8375811260e-02,-2.5625234471e+00,8.6727885510e-02,-1.1800032962e-02,-1.1493112118e-06,2,0.0000000000e+00,1.5647398607e+00
2.6300000000e-01,-4.6186756902e-02,6.2812594619e-02,6.1072533036e-02,-6.9641788857e-03,1.0000000012e+00,-7.7203209080e-02,-2.5723923739e+00,8.5429974463e-02,-1.1622942399e-02,-1.1220648971e-06,2,0.0000000000e+00,1.5563485016e+00
2.6400000000e-01,-4.6263376455e-02,6.0235267820e-02,6.1157316976e-02,-6.9757136819e-03,1.0000000001e+00,-7.6036949181e-02,-2.5822612084e+00,8.4139066843e-02,-1.1446808559e-02,-1.0950358848e-06,2,0.0000000000e+00,1.5478779880e+00
2.6500000000e-01,-4.6338832917e-02,5.7648072688e-02,6.1240813538e-02,-6.9870728251e-03,9.9999999854e-01,-7.4877028555e-02,-2.5921289266e+00,8.2855227454e-02,-1.1271637573e-02,-2.1848742571e-06,2,0.0000000000e+00,1.5393302194e+00
2.6600000000e-01,-4.6413132674e-02,5.5051010036e-02,6.1323029821e-02,-6.9982572833e-03,9.9999999571e-01,-7.3723554206e-02,-2.6019963444e+00,8.1578520158e-02,-1.1097440296e-02,-3.4803356241e-06,2,0.0000000000e+00,1.5307074741e+00
2.6700000000e-01,-4.6486282206e-02,5.2444080066e-02,6.1403972988e-02,-7.0092680348e-03,9.9999999155e-01,-7.2576588244e-02,-2.6118635636e+00,8.0309006628e-02,-1.0924225412e-02,-4.8576728171e-06,2,0.0000000000e+00,1.5220118604e+00
2.6800000000e-01,-4.6558288049e-02,4.9827282978e-02,6.1483650264e-02,-7.0201060660e-03,9.9999998597e-01,-7.1436184639e-02,-2.6217305776e+00,7.9046746767e-02,-1.0752001077e-02,-6.3127356358e-06,2,0.0000000000e+00,1.5132454436e+00
2.6900000000e-01,-4.6629156791e-02,4.7200618982e-02,6.1562068931e-02,-7.0307723714e-03,9.9999997890e-01,-7.0302395826e-02,-2.6315973798e+00,7.7791798765e-02,-1.0580775211e-02,-7.8413192579e-06,2,0.0000000000e+00,1.5044102700e+00
2.7000000000e-01,-4.6698895073e-02,4.4564088291e-02,6.1639236330e-02,-7.0412679534e-03,9.9999997026e-01,-6.9175272713e-02,-2.6414639642e+00,7.6544219116e-02,-1.0410555505e-02,-9.4391691349e-06,2,0.0000000000e+00,1.4955083666e+00
2.7100000000e-01,-4.6767509586e-02,4.1917691128e-02,6.1715159856e-02,-7.0515938220e-03,9.9999996000e-01,-6.8054864699e-02,-2.6513303247e+00,7.5304062637e-02,-1.0241349422e-02,-1.1101985928e-05,2,0.0000000000e+00,1.4865417414e+00
2.7200000000e-01,-4.6835007068e-02,3.9261427719e-02,6.1789846960e-02,-7.0617509943e-03,9.9999994804e-01,-6.6941219685e-02,-2.6611964554e+00,7.4071382480e-02,-1.0073164198e-02,-1.2825430476e-05,2,0.0000000000e+00,1.4775123831e+00
2.7300000000e-01,-4.6901394307e-02,3.6595298296e-02,6.1863305143e-02,-7.0717404947e-03,9.9999993433e-01,-6.5834384094e-02,-2.6710623508e+00,7.2846230150e-02,-9.9060068437e-03,-1.4605128786e-05,2,0.0000000000e+00,1.4684222615e+00
2.7400000000e-01,-4.6966678133e-02,3.3919303098e-02,6.1935541959e-02,-7.0815633546e-03,9.9999991881e-01,-6.4734402877e-02,-2.6809280054e+00,7.1628655520e-02,-9.7398841481e-03,-1.6436677048e-05,2,0.0000000000e+00,1.4592733271e+00
2.7500000000e-01,-4.7030865423e-02,3.1233442368e-02,6.2006565009e-02,-7.0912206118e-03,9.9999990144e-01,-6.3641319534e-02,-2.6907934141e+00,7.0418706847e-02,-9.5748026804e-03,-1.8315646660e-05,2,0.0000000000e+00,1.4500675113e+00
2.7600000000e-01,-4.7093963097e-02,2.8537716354e-02,6.2076381943e-02,-7.1007133109e-03,9.9999988217e-01,-6.2555176125e-02,-2.7006585718e+00,6.9216430791e-02,-9.4107687918e-03,-2.0237589273e-05,2,0.0000000000e+00,1.4408067265e+00
2.7700000000e-01,-4.7155978114e-02,2.5832125310e-02,6.2145000456e-02,-7.1100425024e-03,9.9999986095e-01,-6.1476013283e-02,-2.7105234736e+00,6.8021872424e-02,-9.2477886177e-03,-2.2198041825e-05,2,0.0000000000e+00,1.4314928660e+00
2.7800000000e-01,-4.7216917475e-02,2.3116669494e-02,6.2212428287e-02,-7.1192092431e-03,9.9999983776e-01,-6.0403870232e-02,-2.7203881148e+00,6.6835075253e-02,-9.0858680799e-03,-2.4192531591e-05,2,0.0000000000e+00,1.4221278041e+00
2.7900000000e-01,-4.7276788219e-02,2.0391349169e-02,6.2278673220e-02,-7.1282145955e-03,9.9999981256e-01,-5.9338784796e-02,-2.7302524910e+00,6.5656081230e-02,-8.9250128889e-03,-2.6216581219e-05,2,0.0000000000e+00,1.4127133961e+00
2.8000000000e-01,-4.7335597421e-02,1.7656164603e-02,6.2343743078e-02,-7.1370596276e-03,9.9999978532e-01,-5.8280793418e-02,-2.7401165977e+00,6.4484930772e-02,-8.7652285457e-03,-2.8265713755e-05,2,0.0000000000e+00,1.4032514781e+00
2.8100000000e-01,-4.7393352194e-02,1.4911116065e-02,6.2407645722e-02,-7.1457454131e-03,9.9999975602e-01,-5.7229931170e-02,-2.7499804309e+00,6.3321662776e-02,-8.6065203442e-03,-3.0335457656e-05,2,0.0000000000e+00,1.3937438677e+00
2.8200000000e-01,-4.7450059683e-02,1.2156203834e-02,6.2470389056e-02,-7.1542730305e-03,9.9999972464e-01,-5.6186231769e-02,-2.7598439864e+00,6.2166314633e-02,-8.4488933732e-03,-3.2421351779e-05,2,0.0000000000e+00,1.3841923630e+00
2.8300000000e-01,-4.7505747744e-02,9.3914294815e-03,6.2532003907e-02,-7.1626466862e-03,9.9999969126e-01,-5.5356452635e-02,-2.7696943166e+00,6.1247779902e-02,-8.3235723610e-03,-3.3647974398e-05,2,0.0000000000e+00,0.0000000000e+00
2.8400000000e-01,-4.7561104200e-02,6.6168359372e-03,6.2593251730e-02,-7.1709702555e-03,9.9999965874e-01,-5.5356460636e-02,-2.7794927773e+00,6.1247866471e-02,-8.3235663586e-03,-3.1372480910e-05,2,0.0000000000e+00,0.0000000000e+00
2.8500000000e-01,-4.7616460666e-02,3.8324439165e-03,6.2654499640e-02,-7.1792938189e-03,9.9999962852e-01,-5.5356470746e-02,-2.7892912693e+00,6.1247953033e-02,-8.3235604452e-03,-2.9062444867e-05,2,0.0000000000e+00,0.0000000000e+00
2.8600000000e-01,-4.7671817142e-02,1.0382533890e-03,6.2715747636e-02,-7.1876173765e-03,9.9999960063e-01,-5.5356482828e-02,-2.7990897903e+00,6.1248039585e-02,-8.3235546147e-03,-2.6720407200e-05,2,0.0000000000e+00,0.0000000000e+00
2.8700000000e-01,-4.7722644359e-02,-1.6221033303e-03,6.2781000949e-02,-7.1956819448e-03,9.9985593476e-01,-4.0734379581e-02,-2.3420674441e+00,7.4353717713e-02,-7.4672234678e-03,-4.6686374047e-01,0,0.0000000000e+00,5.8999357149e+00
2.8800000000e-01,-4.7753525130e-02,-3.6397881945e-03,6.2865016355e-02,-7.2024713263e-03,9.9905982146e-01,-2.2071668722e-02,-1.7208193377e+00,9.3073711882e-02,-6.1287176736e-03,-1.0978200491e+00,0,0.0000000000e+00,5.8871776907e+00
2.8900000000e-01,-4.7768600812e-02,-5.1129065499e-03,6.2966027622e-02,-7.2079714437e-03,9.9770951503e-01,-8.8390350364e-03,-1.2466518197e+00,1.0844533442e-01,-4.8860146784e-03,-1.5815291240e+00,0,0.0000000000e+00,5.8769380084e+00
2.9000000000e-01,-4.7772520400e-02,-6.1710227874e-03,6.3080974772e-02,-7.2122704197e-03,9.9593475697e-01,4.4868126997e-04,-8.8595902878e-01,1.2103144896e-01,-3.7241773076e-03,-1.9515760502e+00,0,0.0000000000e+00,5.8687763305e+00
2.9100000000e-01,-4.7768658607e-02,-6.9140730317e-03,6.3207319552e-02,-7.2154426571e-03,9.9383568066e-01,6.8757048803e-03,-6.1276671041e-01,1.3131375356e-01,-2.6306412146e-03,-2.2339156830e+00,0,0.0000000000e+00,5.8623249832e+00
2.9200000000e-01,-4.7759459861e-02,-7.4190944808e-03,6.3342967932e-02,-7.2175510330e-03,9.9148953900e-01,1.1233500530e-02,-4.0700106232e-01,1.3970035258e-01,-1.5948655468e-03,-2.4486044628e+00,0,0.0000000000e+00,5.8572782331e+00
2.9300000000e-01,-4.7746689658e-02,-7.7454282043e-03,6.3486200716e-02,-7.2186487674e-03,9.8895590497e-01,1.4099501766e-02,-2.5315016858e-01,1.4653423131e-01,-6.0803083255e-04,-2.6111392107e+00,0,0.0000000000e+00,5.8533828313e+00
2.9400000000e-01,-4.7731618388e-02,-7.9387415958e-03,6.3635612701e-02,-7.2187810110e-03,9.8628069184e-01,1.5894535991e-02,-1.3922900826e-01,1.5210176314e-01,3.3722217672e-04,-2.7334921025e+00,0,0.0000000000e+00,5.8504297715e+00
2.9500000000e-01,-4.7715155877e-02,-8.0341381773e-03,6.3790060133e-02,-7.2179861899e-03,9.8349926080e-01,1.6924792473e-02,-5.5979201652e-02,1.5664075573e-01,1.2470178989e-03,-2.8249107715e+00,0,0.0000000000e+00,5.8482471700e+00
2.9600000000e-01,-4.7697949856e-02,-8.0585599397e-03,6.3948615973e-02,-7.2162971382e-03,9.8063882129e-01,1.7412951772e-02,3.7859604254e-03,1.6034957350e-01,2.1264922080e-03,-2.8925730192e+00,0,0.0000000000e+00,5.8466933856e+00
2.9700000000e-01,-4.7680426885e-02,-8.0297661063e-03,6.4110676311e-02,-7.2137378256e-03,9.7771741181e-01,1.7601610386e-02,5.3272404453e-02,1.6377738837e-01,2.9912171607e-03,-2.9496672307e+00,0,0.0000000000e+00,5.8454931397e+00
2.9800000000e-01,-4.7662804513e-02,-7.9531801970e-03,6.4276172440e-02,-7.2103169106e-03,9.7474075260e-01,1.7617219383e-02,9.9282298970e-02,1.6721054704e-01,3.8493626838e-03,-3.0029842718e+00,0,0.0000000000e+00,5.8445200294e+00
2.9900000000e-01,-4.7645240561e-02,-7.8325381266e-03,6.4445078995e-02,-7.2060419473e-03,9.7171288141e-01,1.7488987156e-02,1.4130373355e-01,1.7058899998e-01,4.6990159445e-03,-3.0520097843e+00,0,0.0000000000e+00,5.8438019776e+00
3.0000000000e-01,-4.7627867099e-02,-7.6720661318e-03,6.4617314486e-02,-7.2009222989e-03,9.6863832879e-01,1.7239514850e-02,1.7886886654e-01,1.7386034074e-01,5.5384653967e-03,-3.0962734473e+00,0,0.0000000000e+00,5.8433599503e+00
3.0100000000e-01,-4.7610796216e-02,-7.4764340830e-03,6.4792748374e-02,-7.1949689517e-03,9.6552207136e-01,1.6886384681e-02,2.1155907999e-01,1.7697872743e-01,6.3661729210e-03,-3.1353542638e+00,0,0.0000000000e+00,5.8432088770e+00
3.0200000000e-01,-4.7594124402e-02,-7.2507039084e-03,6.4971207227e-02,-7.1881943517e-03,9.6236948009e-01,1.6443394168e-02,2.3900958904e-01,1.7990411106e-01,7.1807548334e-03,-3.1688852764e+00,0,0.0000000000e+00,5.8433583723e+00
3.0300000000e-01,-4.7577935832e-02,-7.0002737026e-03,6.5152480230e-02,-7.1806122565e-03,9.5918626413e-01,1.5921516546e-02,2.6091345610e-01,1.8260169573e-01,7.9809697093e-03,-3.1965576656e+00,0,0.0000000000e+00,5.8438133101e+00
3.0400000000e-01,-4.7562304800e-02,-6.7308181381e-03,6.5336324236e-02,-7.1722375973e-03,9.5597841093e-01,1.5329648875e-02,2.7702496598e-01,1.8504157176e-01,8.7657113966e-03,-3.2181241923e+00,0,0.0000000000e+00,5.8445742863e+00
3.0500000000e-01,-4.7547297490e-02,-6.4482258352e-03,6.5522468528e-02,-7.1630863450e-03,9.5275212321e-01,1.4675194928e-02,2.8716232569e-01,1.8719847577e-01,9.5340059182e-03,-3.2334019481e+00,0,0.0000000000e+00,5.8456380026e+00
