t,x_foot,z_foot,phi_leg,phi_body,len_leg,ddt_x_foot,ddt_z_foot,ddt_phi_leg,ddt_phi_body,ddt_len_leg,fsm_state,u1,u2
2.6563857304e-01,-4.6377198201e-02,5.5990196854e-02,6.1283265823e-02,-6.9928475052e-03,9.9999999763e-01,-7.4220250830e-02,-2.5984259461e+00,8.2128266934e-02,-1.1172466072e-02,-2.5952326586e-06,2,0.0000000000e+00,1.5337668339e+00
2.6802872586e-01,-4.6551319580e-02,4.9751376938e-02,6.1475938510e-02,-7.0190566101e-03,9.9999998753e-01,-7.1484926876e-02,-2.6220098426e+00,7.9100682215e-02,-1.0759377021e-02,-5.9286325602e-06,2,0.0000000000e+00,1.5129746635e+00
2.8178993404e-01,-4.7430361251e-02,1.2735206066e-02,6.2448592618e-02,-7.1513099874e-03,9.9999973946e-01,-5.6489869275e-02,-2.7577673225e+00,6.2502426687e-02,-8.4947664664e-03,-3.1512609669e-05,2,0.0000000000e+00,1.3864403170e+00
2.8278629750e-01,-4.7486129961e-02,9.9825716103e-03,6.2510296849e-02,-7.1596959727e-03,9.9999970702e-01,-5.5462735163e-02,-2.7675943193e+00,6.1365410688e-02,-8.3396409286e-03,-3.3573061939e-05,2,0.0000000000e+00,0.0000000000e+00
2.8378865431e-01,-4.7541723414e-02,7.2035322676e-03,6.2571806930e-02,-7.1680552655e-03,9.9999967450e-01,-5.5462742164e-02,-2.7774158501e+00,6.1365497752e-02,-8.3396348444e-03,-3.1302200839e-05,2,0.0000000000e+00,0.0000000000e+00
2.8482475620e-01,-4.7599188471e-02,4.3205870990e-03,6.2635387884e-02,-7.1766959737e-03,9.9999964330e-01,-5.5462751620e-02,-2.7875680630e+00,6.1365587741e-02,-8.3396286490e-03,-2.8918523058e-05,2,0.0000000000e+00,0.0000000000e+00
2.8584198785e-01,-4.7655606943e-02,1.4799150911e-03,6.2697810947e-02,-7.1851793049e-03,9.9999961509e-01,-5.5462762951e-02,-2.7975354066e+00,6.1365676081e-02,-8.3396226526e-03,-2.6544985898e-05,2,0.0000000000e+00,0.0000000000e+00
2.8637050541e-01,-4.7684919989e-02,-1.2367347543e-11,6.2730243797e-02,-7.1895869411e-03,9.9999960139e-01,-5.5462752652e-02,-2.8027134629e+00,6.1365743057e-02,-8.3396189722e-03,-2.5933108311e-05,2,0.0000000000e+00,0.0000000000e+00
2.8637050541e-01,-4.7684919989e-02,-1.2367347543e-11,6.2730243797e-02,-7.1895869411e-03,9.9999960139e-01,-5.5462752652e-02,-2.8027134629e+00,6.1365743057e-02,-8.3396189722e-03,-2.5933108311e-05,0,0.0000000000e+00,5.9083006105e+00
2.8768625901e-01,-4.7737677138e-02,-3.0461398188e-03,6.2829356682e-02,-7.1993398128e-03,9.9934953561e-01,-2.6836493174e-02,-1.8814947484e+00,8.8153603655e-02,-6.5174110953e-03,-9.3410896549e-01,0,0.0000000000e+00,5.8898638895e+00
2.8874799228e-01,-4.7757516459e-02,-4.7440090502e-03,6.2932355401e-02,-7.2055379884e-03,9.9805256349e-01,-1.1473051478e-02,-1.3425959385e+00,1.0526796168e-01,-5.1753361085e-03,-1.4831874479e+00,0,0.0000000000e+00,5.8783873949e+00
2.8989005824e-01,-4.7763771110e-02,-6.0193093272e-03,6.3061343250e-02,-7.2106746697e-03,9.9609448783e-01,-2.4339861437e-04,-9.1315369396e-01,1.2005293074e-01,-3.8365717039e-03,-1.9233484680e+00,0,0.0000000000e+00,5.8687505198e+00
2.9105381613e-01,-4.7759371907e-02,-6.8869969188e-03,6.3208276092e-02,-7.2143913490e-03,9.9365495024e-01,7.2570947707e-03,-5.9528276662e-01,1.3199201995e-01,-2.5649065203e-03,-2.2518659974e+00,0,0.0000000000e+00,5.8612530070e+00
2.9224514210e-01,-4.7747604511e-02,-7.4494730988e-03,6.3371481998e-02,-7.2167117405e-03,9.9081920760e-01,1.2107566665e-02,-3.6230069903e-01,1.4160848368e-01,-1.3427205263e-03,-2.4954303525e+00,0,0.0000000000e+00,5.8555087188e+00
2.9347219357e-01,-4.7730753835e-02,-7.7844050846e-03,6.3550186821e-02,-7.2176229323e-03,9.8764105193e-01,1.5079856004e-02,-1.9388810111e-01,1.4934309679e-01,-1.5303155417e-04,-2.6743819536e+00,0,0.0000000000e+00,5.8512029247e+00
2.9474486840e-01,-4.7710392580e-02,-7.9502941693e-03,6.3744377324e-02,-7.2170652484e-03,9.8414982570e-01,1.6721413232e-02,-7.4756005628e-02,1.5555753472e-01,1.0200987162e-03,-2.8040349367e+00,0,0.0000000000e+00,5.8480866058e+00
2.9589300257e-01,-4.7690761138e-02,-7.9919151907e-03,6.3925591723e-02,-7.2153080688e-03,9.8088094007e-01,1.7370590183e-02,-2.4335967351e-03,1.5994134630e-01,2.0345264098e-03,-2.8854743974e+00,0,0.0000000000e+00,5.8461976934e+00
2.9725960828e-01,-4.7666826336e-02,-7.9492437536e-03,6.4147329868e-02,-7.2117206511e-03,9.7688449596e-01,1.7599512812e-02,6.3857700198e-02,1.6457692558e-01,3.2137689731e-03,-2.9621234087e+00,0,0.0000000000e+00,5.8446013032e+00
2.9830358886e-01,-4.7648457105e-02,-7.8581079481e-03,6.4320993876e-02,-7.2078990850e-03,9.7376366567e-01,1.7564405881e-02,1.1003409869e-01,1.6811105835e-01,4.1058984835e-03,-3.0158338974e+00,0,0.0000000000e+00,5.8436709262e+00
2.9937039157e-01,-4.7629807039e-02,-7.7175829073e-03,6.4502228345e-02,-7.2030370681e-03,9.7051927044e-01,1.7376673706e-02,1.5259070268e-01,1.7164139179e-01,5.0073335595e-03,-3.0657475355e+00,0,0.0000000000e+00,5.8430126827e+00
3.0046316169e-01,-4.7610984955e-02,-7.5294517006e-03,6.4691704584e-02,-7.1970663818e-03,9.6714377479e-01,1.7051076428e-02,1.9077256125e-01,1.7511047611e-01,5.9179719006e-03,-3.1111042981e+00,0,0.0000000000e+00,5.8426682226e+00
3.0158644097e-01,-4.7592076312e-02,-7.2960057502e-03,6.4890308247e-02,-7.1899002233e-03,9.6362601763e-01,1.6597175404e-02,2.2378367152e-01,1.7846300804e-01,6.8386208255e-03,-3.1511065477e+00,0,0.0000000000e+00,5.8426788396e+00
3.0274664640e-01,-4.7573145356e-02,-7.0200038187e-03,6.5099237426e-02,-7.1814231327e-03,9.5994972916e-01,1.6019495456e-02,2.5075420572e-01,1.8164401007e-01,7.7712096641e-03,-3.1848863080e+00,0,0.0000000000e+00,5.8430881319e+00
3.0395344144e-01,-4.7554227312e-02,-6.7045127759e-03,6.5320265479e-02,-7.1714703052e-03,9.5608929195e-01,1.5316918772e-02,2.7069407072e-01,1.8459757825e-01,8.7196096995e-03,-3.2114622331e+00,0,0.0000000000e+00,5.8439463112e+00
3.0522276710e-01,-4.7535306182e-02,-6.3524716427e-03,6.5556322771e-02,-7.1597825919e-03,9.5200028808e-01,1.4480390323e-02,2.8238806446e-01,1.8726501846e-01,9.6914865861e-03,-3.2296425798e+00,0,0.0000000000e+00,5.8453192978e+00
3.0658507683e-01,-4.7516246366e-02,-5.9653145933e-03,6.5813080041e-02,-7.1458867435e-03,9.4759363370e-01,1.3485641104e-02,2.8411802732e-01,1.8958146346e-01,1.0703423904e-02,-3.2377697331e+00,0,0.0000000000e+00,5.8473126561e+00
3.0811772006e-01,-4.7496501522e-02,-5.5368587986e-03,6.6105186153e-02,-7.1286352189e-03,9.4263320911e-01,1.2263313305e-02,2.7263054928e-01,1.9146828867e-01,1.1801411177e-02,-3.2327810610e+00,0,0.0000000000e+00,5.8501630766e+00
3.0969682728e-01,-4.7478194871e-02,-5.1252896281e-03,6.6408529699e-02,-7.1091366938e-03,9.3754246396e-01,1.0908159039e-02,2.4621817631e-01,1.9258717150e-01,1.2886272978e-02,-3.2122939731e+00,0,0.0000000000e+00,5.8537161368e+00
3.1102015812e-01,-4.7464545986e-02,-4.8202526219e-03,6.6663641806e-02,-7.0915030474e-03,9.3330937778e-01,9.7117874953e-03,2.1319227461e-01,1.9287520948e-01,1.3758494592e-02,-3.1836354276e+00,0,0.0000000000e+00,5.8571211737e+00
3.1235306015e-01,-4.7452428882e-02,-4.5635008644e-03,6.6920591663e-02,-7.0725977460e-03,9.2909068802e-01,8.4635498203e-03,1.7055544213e-01,1.9257758562e-01,1.4602959686e-02,-3.1448514430e+00,0,0.0000000000e+00,5.8608896413e+00
3.1358959011e-01,-4.7442694390e-02,-4.3810931528e-03,6.7158284509e-02,-7.0540720901e-03,9.2522851614e-01,7.2777462784e-03,1.2330700329e-01,1.9179476327e-01,1.5356194402e-02,-3.1006928210e+00,0,0.0000000000e+00,5.8646392357e+00
3.1475720736e-01,-4.7434858213e-02,-4.2661723475e-03,6.7381588213e-02,-7.0357394525e-03,9.2163565192e-01,6.1431352858e-03,7.2619330141e-02,1.9063422390e-01,1.6041459926e-02,-3.0525003498e+00,0,0.0000000000e+00,5.8683581350e+00
3.1587634814e-01,-4.7428594433e-02,-4.2143802721e-03,6.7594144760e-02,-7.0174300122e-03,9.1824779325e-01,5.0506617358e-03,1.9211245253e-02,1.8916729906e-01,1.6675424146e-02,-3.0011042259e+00,0,0.0000000000e+00,5.8720439966e+00
3.1735019838e-01,-4.7422160900e-02,-4.2384530930e-03,6.7871400550e-02,-6.9922518927e-03,9.1387538719e-01,3.7426319519e-03,-4.8762246757e-02,1.8720075550e-01,1.7492204933e-02,-2.9352126393e+00,0,0.0000000000e+00,5.8768097512e+00
3.1842204916e-01,-4.7418553496e-02,-4.3114067103e-03,6.8071553017e-02,-6.9731812936e-03,9.1074934431e-01,3.0131287451e-03,-8.5809356336e-02,1.8634632546e-01,1.8093080183e-02,-2.8992660197e+00,0,0.0000000000e+00,5.8799474676e+00
3.1956046525e-01,-4.7415501155e-02,-4.4271725287e-03,6.8283394195e-02,-6.9522184584e-03,9.0746636450e-01,2.3661176934e-03,-1.1624423058e-01,1.8589210675e-01,1.8735492948e-02,-2.8696239965e+00,0,0.0000000000e+00,5.8830549392e+00
3.2077196991e-01,-4.7413007288e-02,-4.5837142219e-03,6.8508523480e-02,-6.9291051001e-03,9.0400521276e-01,1.7611275879e-03,-1.4106232272e-01,1.8582424120e-01,1.9421066441e-02,-2.8452296851e+00,0,0.0000000000e+00,5.8861890294e+00
3.2206452032e-01,-4.7411121005e-02,-4.7796518105e-03,6.8748870860e-02,-6.9035298780e-03,9.0034117803e-01,1.1625088879e-03,-1.6118570905e-01,1.8613005812e-01,2.0151882292e-02,-2.8250864414e+00,0,0.0000000000e+00,5.8894165618e+00
3.2344784777e-01,-4.7409944520e-02,-5.0144043776e-03,6.9006776682e-02,-6.8751140651e-03,8.9644525919e-01,5.3918465666e-04,-1.7745019143e-01,1.8679964069e-01,2.0930600712e-02,-2.8082664172e+00,0,0.0000000000e+00,5.8928163502e+00
3.2493389674e-01,-4.7409643082e-02,-5.2883369431e-03,6.9285098942e-02,-6.8433924774e-03,8.9228308937e-01,-1.3590317193e-04,-1.9059827627e-01,1.8782747407e-01,2.1760594401e-02,-2.7939116358e+00,0,0.0000000000e+00,5.8964823762e+00
3.2653742958e-01,-4.7410459187e-02,-5.6029320525e-03,6.9587364584e-02,-6.8077871220e-03,8.8781343525e-01,-8.8662020784e-04,-2.0127698014e-01,1.8921429323e-01,2.2646116341e-02,-2.7812278930e+00,0,0.0000000000e+00,5.9005286670e+00
3.2827687039e-01,-4.7412733742e-02,-5.9610108238e-03,6.9917984950e-02,-6.7675701552e-03,8.8298610422e-01,-1.7347279323e-03,-2.1003903994e-01,1.9096932118e-01,2.3592514696e-02,-2.7694717003e+00,0,0.0000000000e+00,5.9050966741e+00
3.3017550351e-01,-4.7416938392e-02,-6.3670379345e-03,7.0282567841e-02,-6.7218107321e-03,8.7773899466e-01,-2.7012660253e-03,-2.1734638328e-01,1.9311318136e-01,2.4606513667e-02,-2.7579294621e+00,0,0.0000000000e+00,5.9103664929e+00
3.3119353516e-01,-4.7419959521e-02,-6.5899812463e-03,7.0479784191e-02,-6.6964877062e-03,8.7493435486e-01,-3.2357485069e-03,-2.2057521641e-01,1.9434144505e-01,2.5141430464e-02,-2.7520164236e+00,0,0.0000000000e+00,5.9133355133e+00
3.3226321356e-01,-4.7423726010e-02,-6.8275624716e-03,7.0688379701e-02,-6.6692969026e-03,8.7199386488e-01,-3.8083198829e-03,-2.2357488233e-01,1.9568193300e-01,2.5696587291e-02,-2.7458865969e+00,0,0.0000000000e+00,5.9165742036e+00
3.3338972912e-01,-4.7428360964e-02,-7.0810336859e-03,7.0909636701e-02,-6.6400236393e-03,8.6890420814e-01,-4.4222863139e-03,-2.2637975923e-01,1.9714252857e-01,2.6273399507e-02,-2.7394430464e+00,0,0.0000000000e+00,5.9201253058e+00
3.3457907818e-01,-4.7434011501e-02,-7.3518775959e-03,7.1145049125e-02,-6.6084176364e-03,8.6565012526e-01,-5.0813568280e-03,-2.2901945502e-01,1.9873297489e-01,2.6873464524e-02,-2.7325818800e+00,0,0.0000000000e+00,5.9240393619e+00
3.3583823159e-01,-4.7440854637e-02,-7.6418507180e-03,7.1396370067e-02,-6.5741851540e-03,8.6221402290e-01,-5.7897737468e-03,-2.3151890578e-01,2.0046526090e-01,2.7498588646e-02,-2.7251893089e+00,0,0.0000000000e+00,5.9283766984e+00
3.3717534838e-01,-4.7449105039e-02,-7.9530381299e-03,7.1665672946e-02,-6.5369789365e-03,8.5857548359e-01,-6.5524729631e-03,-2.3389842384e-01,2.0235411503e-01,2.8150818372e-02,-2.7171378999e+00,0,0.0000000000e+00,5.9332100358e+00
3.3860004937e-01,-4.7459025333e-02,-8.2879234690e-03,7.1955431030e-02,-6.4963852221e-03,8.5471064674e-01,-7.3752840459e-03,-2.3617367178e-01,2.0441764387e-01,2.8832476669e-02,-2.7082817295e+00,0,0.0000000000e+00,5.9386279605e+00
3.4012377083e-01,-4.7470939992e-02,-8.6494791655e-03,7.2268622012e-02,-6.4519067817e-03,8.5059142057e-01,-8.2651840094e-03,-2.3835552915e-01,2.0667816803e-01,2.9546204390e-02,-2.6984500245e+00,0,0.0000000000e+00,5.9447396023e+00
3.4176022609e-01,-4.7485254282e-02,-9.0412837188e-03,7.2608867165e-02,-6.4029405393e-03,8.4618447158e-01,-9.2306240786e-03,-2.4044980263e-01,2.0916332927e-01,3.0295006311e-02,-2.6874386883e+00,0,0.0000000000e+00,5.9516810236e+00
3.4352601393e-01,-4.7502480467e-02,-9.4676752697e-03,7.2980618792e-02,-6.3487477239e-03,8.4144992077e-01,-1.0281956512e-02,-2.4245670664e-01,2.1190757392e-01,3.1082299589e-02,-2.6749988354e+00,0,0.0000000000e+00,5.9596240741e+00
3.4544142694e-01,-4.7523274580e-02,-9.9339538835e-03,7.3389415719e-02,-6.2884136657e-03,8.3633965591e-01,-1.1431999263e-02,-2.4437000250e-01,2.1495416292e-01,3.1911958923e-02,-2.6608210427e+00,0,0.0000000000e+00,5.9687888449e+00
3.4753153127e-01,-4.7548488750e-02,-1.0446648589e-02,7.3842235309e-02,-6.2207932114e-03,8.3079515076e-01,-1.2696790317e-02,-2.4617562339e-01,2.1835792036e-01,3.2788345288e-02,-2.6445134117e+00,0,0.0000000000e+00,5.9794614506e+00
3.4982760912e-01,-4.7579246647e-02,-1.1013868171e-02,7.4347982228e-02,-6.1444363322e-03,8.2474468150e-01,-1.4096599936e-02,-2.4784951480e-01,2.2218901363e-01,3.3716289688e-02,-2.6255706523e+00,0,0.0000000000e+00,5.9920197716e+00
3.5236906367e-01,-4.7617053329e-02,-1.1645753120e-02,7.4918168241e-02,-6.0574872208e-03,8.1809988969e-01,-1.5657281353e-02,-2.4935427023e-01,2.2653814186e-01,3.4700971486e-02,-2.6033302245e+00,0,0.0000000000e+00,6.0069711289e+00
3.5520585167e-01,-4.7663955594e-02,-1.2355029573e-02,7.5567847987e-02,-5.9575503638e-03,8.1075186854e-01,-1.7412028828e-02,-2.5063392482e-01,2.3152353947e-01,3.5747566294e-02,-2.5769103259e+00,0,0.0000000000e+00,6.0250076592e+00
3.5835914970e-01,-4.7721955265e-02,-1.3146993186e-02,7.6306853216e-02,-5.8430776396e-03,8.0267498428e-01,-1.9377127435e-02,-2.5159627144e-01,2.3722263499e-01,3.6846173991e-02,-2.5455578711e+00,0,0.0000000000e+00,6.0467830272e+00
3.6151585608e-01,-4.7786247306e-02,-1.3942130268e-02,7.7064913123e-02,-5.7251186403e-03,7.9469170077e-01,-2.1358865975e-02,-2.5210719911e-01,2.4308922303e-01,3.7878016296e-02,-2.5120757388e+00,0,0.0000000000e+00,6.0704660358e+00
3.6469070949e-01,-4.7857241182e-02,-1.4742780563e-02,7.7846261594e-02,-5.6033042986e-03,7.8677247611e-01,-2.3366073809e-02,-2.5219345853e-01,2.4914752094e-01,3.8847609242e-02,-2.4762904882e+00,0,0.0000000000e+00,6.0962511257e+00
3.6788064173e-01,-4.7935012416e-02,-1.5546855725e-02,7.8650939959e-02,-5.4779202170e-03,7.7893344453e-01,-2.5396649616e-02,-2.5187365498e-01,2.5538912790e-01,3.9753375853e-02,-2.4382140555e+00,0,0.0000000000e+00,6.1242078917e+00
3.7108410730e-01,-4.8019654233e-02,-1.6352690180e-02,7.9479311575e-02,-5.3492062429e-03,7.7118679288e-01,-2.7449532577e-02,-2.5116506202e-01,2.6180771220e-01,4.0594417656e-02,-2.3978523168e+00,0,0.0000000000e+00,6.1544130397e+00
3.7430004429e-01,-4.8111262271e-02,-1.7158778878e-02,8.0331825911e-02,-5.2173915103e-03,7.6354344640e-01,-2.9524025275e-02,-2.5008344160e-01,2.6839713159e-01,4.1370106237e-02,-2.3552137646e+00,0,0.0000000000e+00,6.1869440763e+00
3.7752779354e-01,-4.8209936965e-02,-1.7963754253e-02,8.1209007959e-02,-5.0826950606e-03,7.5601331326e-01,-3.1619728690e-02,-2.4864307479e-01,2.7515130585e-01,4.2080009635e-02,-2.3103087635e+00,0,0.0000000000e+00,6.2218797115e+00
3.8076696521e-01,-4.8315783225e-02,-1.8766348961e-02,8.2111430501e-02,-4.9453294995e-03,7.4860564220e-01,-3.3736448480e-02,-2.4685684937e-01,2.8206396122e-01,4.2723819981e-02,-2.2631499776e+00,0,0.0000000000e+00,6.2592994128e+00
3.8401734452e-01,-4.8428909908e-02,-1.9565368295e-02,8.3039692838e-02,-4.8055038279e-03,7.4132926805e-01,-3.5874127366e-02,-2.4473638748e-01,2.8912842876e-01,4.3301305309e-02,-2.2137527656e+00,0,0.0000000000e+00,6.2992829574e+00
3.8727883217e-01,-4.8549429440e-02,-2.0359671528e-02,8.3994406163e-02,-4.6634253169e-03,7.3419276244e-01,-3.8032799455e-02,-2.4229218782e-01,2.9633749784e-01,4.3812278938e-02,-2.1621354189e+00,0,0.0000000000e+00,6.3419100757e+00
3.9055141049e-01,-4.8677457712e-02,-2.1148160032e-02,8.4976184337e-02,-4.5193005838e-03,7.2720451708e-01,-4.0212560141e-02,-2.3953376465e-01,3.0368331478e-01,4.4256580131e-02,-2.1083192295e+00,0,0.0000000000e+00,6.3872602109e+00
3.9383512669e-01,-4.8813114264e-02,-2.1929769944e-02,8.5985638517e-02,-4.3733361083e-03,7.2037278469e-01,-4.2413545592e-02,-2.3646977482e-01,3.1115731371e-01,4.4634061305e-02,-2.0523284147e+00,0,0.0000000000e+00,6.4354123854e+00
3.9713008674e-01,-4.8956522705e-02,-2.2703467693e-02,8.7023374373e-02,-4.2257383890e-03,7.1370569557e-01,-4.4635917495e-02,-2.3310812896e-01,3.1875016937e-01,4.4944578819e-02,-1.9941899383e+00,0,0.0000000000e+00,6.4864451541e+00
4.0043645574e-01,-4.9107811330e-02,-2.3468247244e-02,8.8089991087e-02,-4.0767138860e-03,7.0721126163e-01,-4.6879850177e-02,-2.2945608613e-01,3.2645176464e-01,4.5187985590e-02,-1.9339332550e+00,0,0.0000000000e+00,6.5404366305e+00
4.0375446231e-01,-4.9267113910e-02,-2.4223128323e-02,8.9186081602e-02,-3.9264688429e-03,7.0089737482e-01,-4.9145518338e-02,-2.2552033237e-01,3.3425116780e-01,4.5364124600e-02,-1.8715900022e+00,0,0.0000000000e+00,6.5974645776e+00
4.0708440561e-01,-4.9434570633e-02,-2.4967155184e-02,9.0312233862e-02,-3.7752090513e-03,6.9477180437e-01,-5.1433084312e-02,-2.2130704427e-01,3.4213661653e-01,4.5472822779e-02,-1.8071936484e+00,0,0.0000000000e+00,6.6576065557e+00
4.1042666413e-01,-4.9610329185e-02,-2.5699395611e-02,9.1469032891e-02,-3.6231395920e-03,6.8884219551e-01,-5.3742684237e-02,-2.1682193844e-01,3.5009550659e-01,4.5513885047e-02,-1.7407791095e+00,0,0.0000000000e+00,6.7209401299e+00
4.1378170605e-01,-4.9794545997e-02,-2.6418939991e-02,9.2657063720e-02,-3.4704645748e-03,6.8311607089e-01,-5.6074412802e-02,-2.1207030804e-01,3.5811438367e-01,4.5487088369e-02,-1.6723823330e+00,0,0.0000000000e+00,6.7875431397e+00
4.1715010119e-01,-4.9987387649e-02,-2.7124900339e-02,9.3876915211e-02,-3.3173868882e-03,6.7760083615e-01,-5.8428306406e-02,-2.0705704681e-01,3.6617893751e-01,4.5392175770e-02,-1.6020398500e+00,0,0.0000000000e+00,6.8574940375e+00
4.2053253461e-01,-5.0189032489e-02,-2.7816409190e-02,9.5129184918e-02,-3.1641079625e-03,6.7230378992e-01,-6.0804324688e-02,-2.0178666114e-01,3.7427399738e-01,4.5228850245e-02,-1.5297882923e+00,0,0.0000000000e+00,6.9308723096e+00
4.2392982241e-01,-5.0399672490e-02,-2.8492618312e-02,9.6414485192e-02,-3.0108275438e-03,6.6723213921e-01,-6.3202330478e-02,-1.9626326997e-01,3.8238352822e-01,4.4996768457e-02,-1.4556638640e+00,0,0.0000000000e+00,7.0077589941e+00
4.2734293027e-01,-5.0619515428e-02,-2.9152697179e-02,9.7733450829e-02,-2.8577434734e-03,6.6239302059e-01,-6.5622068288e-02,-1.9049059217e-01,3.9049062672e-01,4.4695534086e-02,-1.3797017588e+00,0,0.0000000000e+00,7.0882373219e+00
4.3077299549e-01,-5.0848787461e-02,-2.9795831179e-02,9.9086748658e-02,-2.7050514615e-03,6.5779352812e-01,-6.8063141530e-02,-1.8447192008e-01,3.9857751661e-01,4.4324690579e-02,-1.3019355028e+00,0,0.0000000000e+00,7.1723935099e+00
4.3422135370e-01,-5.1087736240e-02,-3.0421219490e-02,1.0047508963e-01,-2.5529448393e-03,6.5344074897e-01,-7.0524988736e-02,-1.7821007751e-01,4.0662554229e-01,4.3883712942e-02,-1.2223962018e+00,0,0.0000000000e+00,7.2603177538e+00
4.3768957179e-01,-5.1336634731e-02,-3.1028072592e-02,1.0189924413e-01,-2.4016142667e-03,6.4934180824e-01,-7.3006859142e-02,-1.7170735900e-01,4.1461515986e-01,4.3371998037e-02,-1.1411116562e+00,0,0.0000000000e+00,7.3521054793e+00
4.4117948908e-01,-5.1595785990e-02,-3.1615609334e-02,1.0336006165e-01,-2.2512473666e-03,6.4550392492e-01,-7.5507788139e-02,-1.6496544599e-01,4.2252592421e-01,4.2788852602e-02,-1.0581052985e+00,0,0.0000000000e+00,7.4478589399e+00
4.4469326964e-01,-5.1865529238e-02,-3.2183053468e-02,1.0485849616e-01,-2.1020282418e-03,6.4193448193e-01,-7.8026573272e-02,-1.5798529333e-01,4.3033647071e-01,4.2133477829e-02,-9.7339488471e-01,0,0.0000000000e+00,7.5476892810e+00
4.4823347009e-01,-5.2146247743e-02,-3.2729629531e-02,1.0639563945e-01,-1.9541368135e-03,6.3864111428e-01,-8.0561751776e-02,-1.5076697625e-01,4.3802448931e-01,4.1404948832e-02,-8.8699084290e-01,0,0.0000000000e+00,7.6517192479e+00
4.5180312886e-01,-5.2438379255e-02,-3.3254557896e-02,1.0797276545e-01,-1.8077478941e-03,6.3563182151e-01,-8.3111581083e-02,-1.4330948319e-01,4.4556668840e-01,4.0602186449e-02,-7.9889413453e-01,0,0.0000000000e+00,7.7600867960e+00
4.5540588617e-01,-5.2742430082e-02,-3.3757048768e-02,1.0959139037e-01,-1.6630298561e-03,6.3291511323e-01,-8.5674024501e-02,-1.3561043234e-01,4.5293874432e-01,3.9723917560e-02,-7.0909341267e-01,0,0.0000000000e+00,7.8729499924e+00
4.5904614893e-01,-5.3058994562e-02,-3.4236294766e-02,1.1125335576e-01,-1.5201426866e-03,6.3050020142e-01,-8.8246745561e-02,-1.2766567698e-01,4.6011523148e-01,3.8768617892e-02,-6.1756113872e-01,0,0.0000000000e+00,7.9904938166e+00
4.6272932343e-01,-5.3388782666e-02,-3.4691461619e-02,1.1296094644e-01,-1.3792350793e-03,6.2839726105e-01,-9.0827116841e-02,-1.1946874360e-01,4.6706952507e-01,3.7734427606e-02,-5.2424811475e-01,0,0.0000000000e+00,8.1129398306e+00
4.6646215367e-01,-5.3732660325e-02,-3.5121676227e-02,1.1471706261e-01,-1.2404399709e-03,6.2661779378e-01,-9.3412253341e-02,-1.1101000918e-01,4.7377366543e-01,3.6619023422e-02,-4.2907552205e-01,0,0.0000000000e+00,8.2405603398e+00
4.7025323179e-01,-5.4091710510e-02,-3.5526011007e-02,1.1652548051e-01,-1.1038674596e-03,6.2517515407e-01,-9.5999088876e-02,-1.0227545329e-01,4.8019816741e-01,3.5419418727e-02,-3.3192286937e-01,0,0.0000000000e+00,8.3736998764e+00
4.7410700503e-01,-5.4466659652e-02,-3.5902828863e-02,1.1838795887e-01,-9.6982512786e-04,6.2408692654e-01,-9.8580027352e-02,-9.3260695944e-02,4.8630138269e-01,3.4133963064e-02,-2.3278402693e-01,0,0.0000000000e+00,8.5125612388e+00
4.7803196947e-01,-5.4858644489e-02,-3.6250646042e-02,1.2030810393e-01,-8.3852635829e-04,6.2337184739e-01,-1.0114824913e-01,-8.3952386997e-02,4.9204298561e-01,3.2759884749e-02,-1.3155994861e-01,0,0.0000000000e+00,8.6574884769e+00
4.8204438419e-01,-5.5269638427e-02,-3.6568208349e-02,1.2229328650e-01,-7.1000484921e-04,6.2305179432e-01,-1.0369938464e-01,-7.4318880783e-02,4.9738577787e-01,3.1291732928e-02,-2.7964547780e-02,0,0.0000000000e+00,8.8091212212e+00
4.8312785682e-01,-5.5383318588e-02,-3.6643537867e-02,1.2283479642e-01,-6.7691190927e-04,6.2307682803e-01,-1.0436484370e-01,-7.1689670603e-02,4.9867741494e-01,3.0879372680e-02,1.6729444517e-10,0,0.0000000000e+00,8.8509559277e+00
4.8312785682e-01,-5.5383318588e-02,-3.6643537867e-02,1.2283479642e-01,-6.7691190927e-04,6.2307682803e-01,-1.0436484370e-01,-7.1689670603e-02,4.9867741494e-01,3.0879372680e-02,1.6729444517e-10,1,3.5000000000e+01,8.8509559277e+00
4.8417452107e-01,-5.5494990322e-02,-3.6734413826e-02,1.2335741357e-01,-6.4489223745e-04,6.2311018381e-01,-1.0882501241e-01,-1.0029629811e-01,4.9995249295e-01,3.0304140540e-02,6.2062853024e-02,1,3.5000000000e+01,8.8939777456e+00
4.8527060964e-01,-5.5616320723e-02,-3.6856412590e-02,1.2390612973e-01,-6.1200814029e-04,6.2320944491e-01,-1.1240275982e-01,-1.2093761544e-01,5.0127214960e-01,2.9697963827e-02,1.1767165049e-01,1,3.5000000000e+01,8.9392914933e+00
4.8643939233e-01,-5.5749471344e-02,-3.7006719171e-02,1.2449282855e-01,-5.7767684339e-04,6.2337769226e-01,-1.1530924564e-01,-1.3510910143e-01,5.0267672726e-01,2.9048735892e-02,1.6906460101e-01,1,3.5000000000e+01,8.9878826294e+00
4.8768276516e-01,-5.5894370732e-02,-3.7180629142e-02,1.2511877444e-01,-5.4198898950e-04,6.2361840496e-01,-1.1765832439e-01,-1.4368475582e-01,5.0417587525e-01,2.8355852859e-02,2.1717288601e-01,1,3.5000000000e+01,9.0398686388e+00
